PDB,CHAIN,SP_PRIMARY
8upf,A,P68431
8upf,B,P62805
8upf,C,P04908
8upf,D,P06899
8upf,E,P68431
8upf,F,P62805
8upf,G,P04908
8upf,H,P06899
8upf,K,Q8IYW5
8upf,L,P61077
8uq2,E,P68106
8uq2,F,P68106
8uq2,G,P68106
8uq2,H,P68106
8uq3,E,P68106
8uq3,F,P68106
8uq3,G,P68106
8uq3,H,P68106
8uq4,E,P68106
8uq4,F,P68106
8uq4,G,P68106
8uq4,H,P68106
8uq6,A,P00747
8uq7,A,P10636
8uq7,B,P10636
8uq7,C,P10636
8uq7,D,P10636
8uq7,E,P10636
8uq7,F,P10636
8uq8,A,Q8IYW5
8uq8,A,P61077
8uq8,A,Q16778
8uq8,A,P04908
8uq8,a,Q8IYW5
8uq8,a,P61077
8uq8,a,Q16778
8uq8,a,P04908
8uq9,A,Q8IYW5
8uq9,A,P61077
8uq9,A,Q16778
8uq9,A,P04908
8uq9,a,Q8IYW5
8uq9,a,P61077
8uq9,a,Q16778
8uq9,a,P04908
8uqa,K,Q8IYW5
8uqa,K,P61077
8uqa,K,Q16778
8uqa,K,P04908
8uqb,A,Q8IYW5
8uqb,A,P61077
8uqb,A,Q16778
8uqb,A,P04908
8uqc,A,Q8IYW5
8uqc,A,P61077
8uqc,A,Q16778
8uqc,A,P04908
8uqd,B,Q8IYW5
8uqd,B,P61077
8uqd,B,Q16778
8uqd,B,P04908
8uqe,B,Q8IYW5
8uqe,B,P61077
8uqe,B,Q16778
8uqe,B,P04908
8uqh,A,Q86X55
8uqh,B,Q86X55
8uqh,C,Q86X55
8uqh,D,Q86X55
8uqn,A,P50148
8uqn,B,Q01970
8uqo,A,P50148
8uqo,B,P62873
8uqo,C,P62873
8uqo,D,P59768
8uqo,G,P59768
8uqo,Q,Q01970
8uqr,A,P04637
8uqr,B,P04637
8uqr,C,P04637
8uqr,D,P04637
8urf,A,P07307
8urg,A,Q8NE86
8urj,A,O14980
8urj,C,O14980
8urj,D,P62826
8urj,H,P62826
8uro,B,P0DOX5
8uro,C,P0DOX5
8uro,E,P0DOX5
8uro,F,P0DOX5
8urv,A,Q14116
8usb,A,P35998
8usb,B,P62191
8usb,C,P62195
8usb,D,P43686
8usb,E,P62333
8usb,F,P17980
8usb,G,P60900
8usb,H,P25787
8usb,I,P25789
8usb,J,O14818
8usb,K,P28066
8usb,L,P25786
8usb,M,P25788
8usb,O,Q99436
8usb,U,Q99460
8usb,V,O43242
8usb,W,O00232
8usb,X,O00231
8usb,Y,Q15008
8usb,Z,P51665
8usb,a,Q9UNM6
8usb,b,P55036
8usb,c,O00487
8usb,d,P48556
8usb,e,P60896
8usb,f,Q13200
8usb,g,H3BM14
8usc,A,P35998
8usc,B,P62191
8usc,C,P62195
8usc,D,P43686
8usc,E,P62333
8usc,F,P17980
8usc,G,P60900
8usc,H,P25787
8usc,I,P25789
8usc,J,O14818
8usc,K,P28066
8usc,L,P25786
8usc,M,P25788
8usc,O,Q99436
8usc,U,Q99460
8usc,V,O43242
8usc,W,O00232
8usc,X,O00231
8usc,Y,Q15008
8usc,Z,P51665
8usc,a,Q9UNM6
8usc,b,P55036
8usc,c,O00487
8usc,d,P48556
8usc,e,P60896
8usc,f,Q13200
8usc,g,Q9Y5A7
8usd,A,P35998
8usd,B,P62191
8usd,U,Q99460
8usd,f,Q13200
8usd,g,Q9Y5A7
8uso,A,D6R938
8uso,B,D6R938
8uso,C,D6R938
8usr,A,Q16552
8usr,B,Q16552
8usr,C,Q16552
8usr,D,Q16552
8uss,A,Q16552
8usw,A,Q05586
8usw,B,Q8TCU5
8usw,C,Q05586
8usw,D,Q8TCU5
8usx,A,Q05586
8usx,B,Q8TCU5
8usx,C,Q05586
8usx,D,Q8TCU5
8ut1,A,P36544
8ut1,B,P36544
8ut1,C,P36544
8ut1,D,P36544
8ut1,E,P36544
8utb,A,P36544
8utb,B,P36544
8utb,C,P36544
8utb,D,P36544
8utb,E,P36544
8utc,A,P01889
8utc,B,P61769
8utc,C,P01889
8utc,D,P61769
8utd,A,P63096
8utd,B,P62873
8utd,C,P59768
8utd,R,Q8TDS4
8utn,K,Q12756
8utn,N,Q12756
8uto,K,Q12756
8uto,N,Q12756
8utp,K,Q12756
8utp,N,Q12756
8utq,K,Q12756
8utr,K,Q12756
8uts,K,Q12756
8utt,K,Q12756
8utt,N,Q12756
8utu,K,Q12756
8utv,K,Q12756
8utw,K,Q12756
8uty,K,Q12756
8uty,N,Q12756
8uud,H,P08709
8uud,L,P08709
8uud,T,P13726
8uud,U,P13726
8uue,A,Q05586
8uue,B,Q8TCU5
8uue,C,Q05586
8uue,D,Q8TCU5
8uui,A,P29460
8uui,B,Q9NPF7
8uuj,A,P63096
8uuj,B,P62873
8uuj,C,P59768
8uv0,A,P24941
8uv1,A,Q9NUW8
8uv1,B,Q9NUW8
8uv2,A,P55072
8uv2,B,P55072
8uv2,C,P55072
8uv2,D,P55072
8uv2,E,P55072
8uv2,F,P55072
8uvb,A,Q86YT5
8uvb,B,Q86YT5
8uvc,A,Q8WWT9
8uvc,B,Q8WWT9
8uvd,A,Q8WWT9
8uvd,B,Q8WWT9
8uve,A,Q8WWT9
8uve,B,Q8WWT9
8uvf,A,Q8WWT9
8uvf,B,Q8WWT9
8uvg,A,Q8WWT9
8uvg,B,Q8WWT9
8uvh,A,Q86YT5
8uvh,B,Q86YT5
8uvi,A,Q8WWT9
8uvi,B,Q8WWT9
8uvl,A,O75460
8uvo,A,P55072
8uvo,B,P55072
8uvo,C,P55072
8uvo,D,P55072
8uvo,E,P55072
8uvo,F,P55072
8uvp,A,P55072
8uvp,B,P55072
8uvp,C,P55072
8uvp,D,P55072
8uvp,E,P55072
8uvp,F,P55072
8uvq,A,P55072
8uvq,B,P55072
8uvq,C,P55072
8uvq,D,P55072
8uvq,E,P55072
8uvq,F,P55072
8uvw,B,Q06609
8uvw,D,Q06609
8uvy,A,P31749
8uw1,K,Q9Y6K1
8uw2,A,P31749
8uw3,A,O00370
8uw7,A,P31749
8uw8,A,Q14703
8uw8,B,Q9H741
8uw9,A,P31749
8uwb,A,P67775
8uwb,B,Q16537
8uwb,C,P30153
8uwb,D,P67775
8uwb,E,Q16537
8uwb,F,P30153
8uwc,A,Q14703
8uwl,A,P28223
8uwl,C,P62873
8uwl,D,P59768
8uwn,A,P49759
8uwp,A,Q15047
8uwp,B,Q15047
8uwr,A,Q04771
8uwz,E,P15692
8uwz,F,P15692
8ux1,K,P62826
8ux1,L,P18754
8uxc,E,P68106
8uxc,F,P68106
8uxc,G,P68106
8uxc,H,P68106
8uxe,E,P68106
8uxe,F,P68106
8uxe,G,P68106
8uxe,H,P68106
8uxf,E,P68106
8uxf,F,P68106
8uxf,G,P68106
8uxf,H,P68106
8uxg,E,P68106
8uxg,F,P68106
8uxg,G,P68106
8uxg,H,P68106
8uxh,E,P68106
8uxh,F,P68106
8uxh,G,P68106
8uxh,H,P68106
8uxi,E,P68106
8uxi,F,P68106
8uxi,G,P68106
8uxi,H,P68106
8uxl,E,P68106
8uxl,F,P68106
8uxl,G,P68106
8uxl,H,P68106
8uxl,I,P0DP23
8uxl,J,P0DP23
8uxl,K,P0DP23
8uxl,L,P0DP23
8uxm,E,P68106
8uxm,F,P68106
8uxm,G,P68106
8uxm,H,P68106
8uxm,I,P0DP23
8uxm,J,P0DP23
8uxm,K,P0DP23
8uxm,L,P0DP23
8uxq,A,P45973
8uxq,C,P45973
8uxs,A,Q9Y2U9
8uxs,B,Q9Y2U9
8uxv,X,P63092
8uxv,Y,P62873
8uxv,Z,P59768
8uxy,X,P63092
8uxy,Y,P62873
8uxy,Z,P59768
8uy0,X,P63092
8uy0,Y,P62873
8uy0,Z,P59768
8uy3,J,Q15388
8uy3,K,Q15388
8uy3,M,Q15388
8uyn,A,P80188
8uyn,B,P80188
8uyn,C,P80188
8uyo,1,Q9UL42
8uyq,X,P63092
8uyq,Y,P62873
8uyq,Z,P59768
8uz9,A,P80188
8uz9,B,P80188
8uz9,C,P80188
8uze,A,Q9BYF1
8uze,B,Q9BYF1
8uzf,A,Q9BYF1
8uzf,B,Q9BYF1
8uzj,A,P36544
8uzj,B,P36544
8uzj,C,P36544
8uzj,D,P36544
8uzj,E,P36544
8uzt,A,Q04837
8uzt,B,Q04837
8uzt,C,Q04837
8uzt,D,Q04837
8uzv,A,Q9NUW8
8uzv,B,Q9NUW8
8uzz,A,Q9NUW8
8uzz,B,Q9NUW8
8v04,A,O15393
8v04,B,O15393
8v08,A,Q96BZ4
8v08,B,Q96BZ4
8v0b,A,Q9NUW8
8v0b,B,Q9NUW8
8v0c,A,Q9NUW8
8v0c,B,Q9NUW8
8v0d,A,P62837
8v0d,A,Q86YT6
8v0d,B,P62837
8v0d,B,Q86YT6
8v0e,A,Q86YT6
8v0e,B,Q86YT6
8v0j,A,O43766
8v0j,B,O43766
8v0j,C,O43766
8v0j,D,P23434
8v0j,E,P23434
8v0j,F,P23434
8v15,A,Q9NTG7
8v15,C,Q9NTG7
8v1f,A,O15393
8v1f,B,O15393
8v1f,C,O15393
8v1f,D,O15393
8v1l,A,Q13283
8v1l,B,Q13283
8v1l,C,Q13283
8v1l,D,Q13283
8v1l,E,Q13283
8v1l,F,Q13283
8v1n,A,P10636
8v1n,B,P10636
8v1n,C,P10636
8v1n,D,P10636
8v1n,E,P10636
8v1n,F,P10636
8v1n,G,P10636
8v1n,H,P10636
8v1n,I,P10636
8v1n,J,P10636
8v1n,K,P10636
8v1n,L,P10636
8v1o,A,Q9NWZ3
8v1o,B,Q9NWZ3
8v1o,C,Q9NWZ3
8v1o,D,Q9NWZ3
8v1p,A,Q8IVV7
8v1u,A,P18858
8v1v,A,P18858
8v1w,A,P18858
8v25,K,P0CG47
8v26,K,P0CG47
8v27,K,P0CG47
8v28,K,P0CG47
8v29,A,P13725
8v29,B,P40189
8v29,C,P42702
8v2a,A,P13725
8v2a,B,P40189
8v2a,C,P42702
8v2f,A,Q9NWZ3
8v2f,B,Q9NWZ3
8v2f,C,Q9NWZ3
8v2f,D,Q9NWZ3
8v2j,A,P68363
8v2j,B,P07437
8v2j,D,P68363
8v2j,E,P07437
8v2l,A,Q9NWZ3
8v2l,B,Q9NWZ3
8v2l,C,Q9NWZ3
8v2l,D,Q9NWZ3
8v2n,A,Q9NTG7
8v2o,A,P63267
8v2o,B,P63267
8v2o,C,P63267
8v2o,D,P63267
8v2o,E,P63267
8v2q,A,Q7LBR1
8v2q,B,P53990
8v2r,A,Q7LBR1
8v2r,B,P53990
8v2s,A,Q7LBR1
8v2s,B,P53990
8v2z,A,P63267
8v2z,B,P63267
8v2z,C,P63267
8v2z,D,P63267
8v2z,E,P63267
8v30,A,P63267
8v30,B,P63267
8v30,C,P63267
8v30,D,P63267
8v30,E,P63267
8v38,A,Q9NXL6
8v38,B,Q9NXL6
8v39,A,P01116
8v39,B,P01116
8v39,C,P01116
8v3a,A,P01116
8v3a,B,P01116
8v3m,A,Q8NDL9
8v3n,A,Q8NDL9
8v3o,A,Q8NDL9
8v3o,I,Q13885
8v3p,A,Q8NDL9
8v3p,I,Q13885
8v3q,A,Q8NDL9
8v3r,A,Q8NDL9
8v3s,A,Q8NDL9
8v42,A,Q99986
8v42,B,Q99986
8v42,C,Q99986
8v42,D,Q99986
8v4k,E,Q8NDL9
8v4l,E,Q8NDL9
8v4m,E,Q8NDL9
8v4x,A,Q9UDY8
8v4x,B,Q9UDY8
8v4x,C,Q9UDY8
8v4x,D,Q9UDY8
8v4x,E,Q9UDY8
8v4x,F,Q9UDY8
8v4y,W,O60264
8v4z,A,F4NBT2
8v4z,B,P61769
8v4z,F,F4NBT2
8v4z,G,P61769
8v4z,K,F4NBT2
8v4z,L,P61769
8v4z,P,F4NBT2
8v4z,Q,P61769
8v50,A,O19626
8v50,B,P61769
8v50,F,O19626
8v50,G,P61769
8v50,K,O19626
8v50,L,P61769
8v50,P,O19626
8v50,Q,P61769
8v51,A,O19626
8v51,B,P61769
8v52,A,P10600
8v52,B,P10600
8v54,A,P54098
8v54,B,Q9UHN1
8v54,C,Q9UHN1
8v55,A,P54098
8v55,B,Q9UHN1
8v55,C,Q9UHN1
8v5d,A,P54098
8v5h,A,Q96GX5
8v5i,A,O95819
8v5i,B,O95819
8v5r,A,P54098
8v5r,B,Q9UHN1
8v5r,C,Q9UHN1
8v5t,A,Q8IV08
8v5t,B,Q8IV08
8v5u,A,Q9NTG7
8v60,A,Q12791
8v60,B,Q12791
8v60,C,Q12791
8v60,D,Q12791
8v63,A,Q12791
8v63,B,Q12791
8v63,C,Q12791
8v63,D,Q12791
8v64,A,Q12791
8v64,B,Q12791
8v64,C,Q12791
8v64,D,Q12791
8v6k,A,Q8NET8
8v6k,B,Q8NET8
8v6k,C,Q8NET8
8v6k,D,Q8NET8
8v6l,A,Q8NET8
8v6l,B,Q8NET8
8v6l,C,Q8NET8
8v6l,D,Q8NET8
8v6m,A,Q8NET8
8v6m,B,Q8NET8
8v6m,C,Q8NET8
8v6m,D,Q8NET8
8v6n,A,Q8NET8
8v6n,B,Q8NET8
8v6n,C,Q8NET8
8v6n,D,Q8NET8
8v6o,A,Q8NET8
8v6o,B,Q8NET8
8v6o,C,Q8NET8
8v6o,D,Q8NET8
8v6u,A,P28223
8v6u,C,P62873
8v6u,D,P59768
8v6v,W,O60264
8v6v,X,O60264
8v6w,A,Q8NFU5
8v6x,A,Q8NFU5
8v6y,A,Q8NFU5
8v6z,A,Q8NFU5
8v70,A,Q8NFU5
8v71,A,Q8NFU5
8v72,A,Q8NFU5
8v73,A,Q8NFU5
8v74,A,Q8NFU5
8v75,A,Q8NFU5
8v76,A,Q8NFU5
8v77,A,Q8NFU5
8v78,A,Q8NFU5
8v79,A,Q8NFU5
8v7a,A,Q9Y253
8v7b,A,Q9Y253
8v7c,A,Q9Y253
8v7d,A,Q9Y253
8v7e,A,Q9Y253
8v7f,A,Q9Y253
8v7g,A,Q9Y253
8v7h,A,Q9Y253
8v7i,A,Q9Y253
8v7j,A,Q9Y253
8v7k,A,Q9Y253
8v7l,W,O60264
8v7z,A,P13569
8v80,A,P36544
8v80,B,P36544
8v80,C,P36544
8v80,D,P36544
8v80,E,P36544
8v81,A,P13569
8v82,A,P36544
8v82,B,P36544
8v82,C,P36544
8v82,D,P36544
8v82,E,P36544
8v86,A,P36544
8v86,B,P36544
8v86,C,P36544
8v86,D,P36544
8v86,E,P36544
8v88,A,P36544
8v88,B,P36544
8v88,C,P36544
8v88,D,P36544
8v88,E,P36544
8v89,A,P36544
8v89,B,P36544
8v89,C,P36544
8v89,D,P36544
8v89,E,P36544
8v8a,A,P36544
8v8a,B,P36544
8v8a,C,P36544
8v8a,D,P36544
8v8a,E,P36544
8v8c,A,P36544
8v8c,B,P36544
8v8c,C,P36544
8v8c,D,P36544
8v8c,E,P36544
8v8d,A,P36544
8v8d,B,P36544
8v8d,C,P36544
8v8d,D,P36544
8v8d,E,P36544
8v8h,A,P42336
8v8h,B,P27986
8v8h,C,P42336
8v8h,D,P27986
8v8i,A,P42336
8v8i,B,P27986
8v8i,C,P42336
8v8i,D,P27986
8v8j,A,P42336
8v8j,B,P27986
8v8j,C,P42336
8v8j,D,P27986
8v8q,A,P01889
8v8q,B,P61769
8v8s,A,P55087
8v8s,B,P55087
8v8s,C,P55087
8v8s,D,P55087
8v8t,A,O00429
8v8t,B,O00429
8v8t,C,O00429
8v8t,D,O00429
8v8u,A,P42336
8v8u,B,P27986
8v8u,C,P42336
8v8u,D,P27986
8v8v,A,P42336
8v8v,B,P27986
8v8v,C,P42336
8v8v,D,P27986
8v91,A,P55087
8v91,B,P55087
8v91,C,P55087
8v91,D,P55087
8v92,A,O60885
8v9d,A,P55087
8v9d,B,P55087
8v9d,C,P55087
8v9d,D,P55087
8v9f,A,O60885
8v9m,A,P04181
8v9m,B,P04181
8v9m,C,P04181
8v9n,F,P17947
8v9u,A,P26358
8va2,a,P68363
8va2,b,P68363
8va2,g,P23258
8va2,h,P23258
8va5,A,O00255
8va6,A,O00255
8vac,A,P02768
8vae,A,P02768
8vaf,A,P02768
8vaj,A,Q9H9G7
8vau,A,P28907
8vau,B,P28907
8vav,A,Q12791
8vav,B,Q12791
8vav,C,Q12791
8vav,D,Q12791
8vav,E,Q2I0M4
8vav,F,Q2I0M4
8vav,G,Q2I0M4
8vav,H,Q2I0M4
8vaz,A,Q12791
8vaz,B,Q12791
8vaz,C,Q12791
8vaz,D,Q12791
8vaz,E,Q2I0M4
8vaz,F,Q2I0M4
8vaz,G,Q2I0M4
8vaz,H,Q2I0M4
8vb5,A,P04626
8vby,A,Q01959
8vc7,C,Q7KYR7
8vc7,E,Q7KYR7
8vcf,A,P12931
8vcg,A,P12931
8vcl,A,P04439
8vcl,B,P61769
8vcl,C,P42336
8vcx,A,Q30069
8vcx,B,O19707
8vcx,C,P01308
8vcy,A,Q30069
8vcy,B,O19707
8vd0,A,Q30069
8vd0,C,O19707
8vd0,F,Q30069
8vd0,H,O19707
8vd2,A,Q30069
8vd2,B,O19707
8vdd,A,Q30069
8vdd,B,O19707
8vdd,C,P01308
8vdh,F,P17947
8vdi,F,P17947
8vdn,A,P18858
8vds,A,P18858
8vdt,A,P18858
8vdu,A,Q30069
8vdu,B,O19707
8vdu,D,Q30069
8vdu,E,O19707
8vdu,G,Q30069
8vdu,H,O19707
8vdu,J,Q30069
8vdu,K,O19707
8vdv,A,Q8NBP7
8vdv,B,Q8NBP7
8vdy,A,P30046
8vdy,B,P30046
8vdy,C,P30046
8vdy,D,P30046
8vdy,E,P30046
8vdy,F,P30046
8vdy,G,P30046
8vdy,H,P30046
8vdy,I,P30046
8vdy,J,P30046
8vdy,K,P30046
8vdy,L,P30046
8ve0,A,P02766
8ve0,B,P02766
8ve0,C,P02766
8ve0,D,P02766
8ve1,A,P02766
8ve1,B,P02766
8ve1,C,P02766
8ve1,D,P02766
8ve2,A,P02766
8ve2,B,P02766
8ve2,C,P02766
8ve2,D,P02766
8ve3,A,P02766
8ve3,B,P02766
8ve3,C,P02766
8ve3,D,P02766
8ve4,A,P02766
8ve4,B,P02766
8ve4,C,P02766
8ve4,D,P02766
8ve5,A,P02766
8ve5,B,P02766
8ve5,C,P02766
8ve5,D,P02766
8ve6,A,P02766
8ve6,B,P02766
8ve6,C,P02766
8ve6,D,P02766
8veo,A,O14744
8veo,B,Q9BQA1
8vet,A,O14744
8vet,B,Q9BQA1
8veu,A,O14744
8veu,B,Q9BQA1
8vew,A,O14744
8vew,B,Q9BQA1
8vex,A,O14744
8vex,B,Q9BQA1
8vey,A,O14744
8vey,B,Q9BQA1
8vf6,A,Q9BYT3
8vf6,B,Q9BYT3
8vf7,A,P49327
8vf7,B,P49327
8vf8,A,P06746
8vf9,A,P06746
8vfa,A,P06746
8vfb,A,P06746
8vfc,A,P06746
8vfd,A,P06746
8vfe,A,P06746
8vff,A,P06746
8vfg,A,P06746
8vfh,A,P06746
8vfi,A,P06746
8vfj,A,P06746
8vfk,A,P30046
8vfk,B,P30046
8vfk,C,P30046
8vfl,A,P30046
8vfl,B,P30046
8vfl,C,P30046
8vfn,A,P30046
8vfn,B,P30046
8vfn,C,P30046
8vfo,A,P30046
8vfw,A,P30046
8vfw,B,P30046
8vfw,C,P30046
8vfw,D,P30046
8vfx,A,P68431
8vfx,B,P62805
8vfx,C,P04908
8vfx,D,P06899
8vfx,E,P68431
8vfx,F,P62805
8vfx,G,P04908
8vfx,H,P06899
8vfy,A,P68431
8vfy,B,P62805
8vfy,C,P04908
8vfy,D,P06899
8vfy,E,P68431
8vfy,F,P62805
8vfy,G,P04908
8vfy,H,P06899
8vfy,O,P55317
8vfz,A,P68431
8vfz,B,P62805
8vfz,C,P04908
8vfz,D,P06899
8vfz,E,P68431
8vfz,F,P62805
8vfz,G,P04908
8vfz,H,P06899
8vfz,O,P55317
8vfz,P,P55317
8vg0,A,P68431
8vg0,B,P62805
8vg0,C,P04908
8vg0,D,P06899
8vg0,E,P68431
8vg0,F,P62805
8vg0,G,P04908
8vg0,H,P06899
8vg0,T,P43694
8vg1,A,P68431
8vg1,B,P62805
8vg1,C,P04908
8vg1,D,P06899
8vg1,E,P68431
8vg1,F,P62805
8vg1,G,P04908
8vg1,H,P06899
8vg1,O,P55317
8vg1,T,P43694
8vg2,A,P68431
8vg2,B,P62805
8vg2,C,P04908
8vg2,D,P06899
8vg2,E,P68431
8vg2,F,P62805
8vg2,G,P04908
8vg2,H,P06899
8vg2,O,P55317
8vg2,U,P10412
8vg4,A,P49327
8vg4,B,P49327
8vg5,A,P30046
8vg5,B,P30046
8vg5,C,P30046
8vg5,D,P30046
8vg7,A,P30046
8vg8,A,P30046
8vgh,A,Q15661
8vgh,B,Q15661
8vgh,C,Q15661
8vgh,D,Q15661
8vgi,A,Q15661
8vgi,B,Q15661
8vgi,C,Q15661
8vgi,D,Q15661
8vgj,A,Q15661
8vgj,B,Q15661
8vgj,C,Q15661
8vgj,D,Q15661
8vgk,A,Q15661
8vgk,B,Q15661
8vgk,C,Q15661
8vgk,D,Q15661
8vgn,G,P11836
8vgn,I,P11836
8vgo,G,P11836
8vgo,I,P11836
8vgp,A,O15123
8vgq,A,P01116
8vgt,B,O15393
8vgy,A,O95831
8vgy,A,Q8N4Q1
8vgy,C,O95831
8vgy,C,Q8N4Q1
8vh4,A,Q5S007
8vh4,B,Q6IQ22
8vh5,A,Q5S007
8vh5,B,Q6IQ22
8vh5,C,Q5S007
8vh5,D,Q6IQ22
8vh9,A,O75874
8vh9,B,O75874
8vha,A,O75874
8vha,B,O75874
8vha,C,O75874
8vha,D,O75874
8vhb,A,O75874
8vhb,B,O75874
8vhb,C,O75874
8vhb,D,O75874
8vhc,A,O75874
8vhc,B,O75874
8vhd,A,O75874
8vhd,B,O75874
8vhd,C,O75874
8vhd,D,O75874
8vhe,A,O75874
8vhe,B,O75874
8vhe,C,O75874
8vhe,D,O75874
8vhf,A,P63092
8vhf,B,P62873
8vhf,C,P59768
8vhf,R,Q8TDV5
8vhl,A,Q02127
8vhm,A,Q02127
8vhw,A,P04179
8vhw,B,P04179
8vhy,A,P04179
8vhy,B,P04179
8vi1,A,P08581
8vi1,B,P08581
8vic,A,Q9BSA9
8vic,B,Q9BSA9
8vie,A,Q9BSA9
8vie,B,Q9BSA9
8vis,A,O60235
8vis,B,O60235
8vis,C,O60235
8vis,D,O60235
8vis,E,O60235
8vis,F,O60235
8vis,G,O60235
8vis,H,O60235
8viy,A,O15296
8viz,G,P06396
8vj0,A,P04179
8vj0,B,P04179
8vj4,A,P04179
8vj4,B,P04179
8vj5,A,P04179
8vj5,B,P04179
8vj8,A,P04179
8vj8,B,P04179
8vj9,R,P25106
8vjb,A,P06213
8vjb,B,P06213
8vjb,C,P01344
8vjb,D,P01344
8vjb,E,P01344
8vjb,F,P01344
8vjc,A,P06213
8vjc,B,P06213
8vjc,C,P01344
8vjc,D,P01344
8vjc,E,P01344
8vjd,A,Q13526
8vjd,B,Q13526
8vje,A,Q13526
8vjf,A,Q13526
8vjg,A,Q13526
8vjp,A,Q07820
8vju,A,Q9BYT8
8vju,C,P01213
8vjv,A,Q9BYT8
8vjv,D,P01213
8vjw,A,Q9BYT8
8vjw,B,Q9BYT8
8vjx,A,Q9BYT8
8vjx,C,P01042
8vjy,A,Q9BYT8
8vjy,B,P30990
8vjy,C,Q9BYT8
8vjy,D,P30990
8vjz,A,P04439
8vjz,B,P61769
8vjz,C,P01116
8vk5,E,P08246
8vk8,A,P62837
8vk8,D,P62837
8vk8,G,P62837
8vk9,A,P62837
8vk9,C,P62837
8vk9,E,P62837
8vk9,G,P62837
8vkh,G,P06396
8vkh,H,P06396
8vkj,A,Q68CP4
8vkj,B,Q68CP4
8vko,D,Q9BYF1
8vko,E,Q9BYF1
8vko,F,Q9BYF1
8vkp,D,Q9BYF1
8vku,A,P55072
8vku,B,P55072
8vku,C,P55072
8vku,D,P55072
8vku,E,P55072
8vku,F,P55072
8vkz,A,P04150
8vkz,B,P04150
8vkz,D,Q15596
8vkz,E,Q15596
8vl7,A,Q9NSU2
8vl7,B,Q9NSU2
8vl7,C,Q9NSU2
8vl7,D,Q9NSU2
8vl7,E,Q9NSU2
8vl7,F,Q9NSU2
8vl7,G,Q9NSU2
8vl7,H,Q9NSU2
8vl9,A,P40337
8vl9,B,Q15370
8vl9,C,Q15369
8vl9,D,Q16878
8vlb,A,P40337
8vlb,B,Q15370
8vlb,C,Q15369
8vlb,D,Q16878
8vld,P,Q6NXT2
8vld,T,Q6NXT2
8vle,A,P49327
8vle,B,P49327
8vlf,P,Q6NXT2
8vlf,T,Q6NXT2
8vlg,A,Q68CP4
8vlg,B,Q68CP4
8vli,A,Q68CP4
8vli,B,Q68CP4
8vlo,A,P49327
8vlo,B,P49327
8vlp,A,P49327
8vlp,B,P49327
8vlr,A,P68431
8vlr,B,P62805
8vlr,C,P04908
8vlr,D,Q96A08
8vlr,E,P68431
8vlr,F,P62805
8vlr,G,P04908
8vlr,H,Q96A08
8vls,A,P55072
8vls,B,P55072
8vls,C,P55072
8vls,D,P55072
8vls,E,P55072
8vls,F,P55072
8vls,G,P55072
8vls,H,P55072
8vls,I,P55072
8vls,J,P55072
8vls,K,P55072
8vls,L,P55072
8vlu,A,Q68CP4
8vlu,B,Q68CP4
8vlv,A,Q68CP4
8vlv,B,Q68CP4
8vlx,B,P23610
8vly,A,Q68CP4
8vly,B,Q68CP4
8vlz,A,O60313
8vlz,B,O60313
8vlz,C,O60313
8vlz,D,O60313
8vm0,A,P49327
8vm0,B,P49327
8vm1,A,Q13421
8vm2,A,P01111
8vm2,B,P01111
8vm2,C,P01111
8vm4,A,O60313
8vm4,B,O60313
8vm4,C,O60313
8vm4,D,O60313
8vm5,A,P49327
8vm5,B,P49327
8vm6,A,P49327
8vm6,B,P49327
8vm7,A,P49327
8vm7,B,P49327
8vmc,A,P49327
8vmc,B,P49327
8vmd,A,P49327
8vmd,B,P49327
8vme,B,O15169
8vme,C,P35222
8vmf,B,O15169
8vmf,C,P35222
8vmg,C,O15169
8vmg,D,O15169
8vmi,A,O75530
8vmi,B,P68431
8vmi,C,Q15910
8vmi,F,Q92833
8vmi,I,Q16695
8vmi,L,Q15022
8vmi,N,Q09028
8vmi,P,Q6ZN18
8vmi,T,Q15022
8vmj,I,Q71DI3
8vmj,J,P62805
8vmj,O,Q71DI3
8vmj,Q,P62805
8vml,A,Q15022
8vml,B,Q92833
8vml,C,Q15910
8vml,I,P68431
8vml,L,O75530
8vml,N,Q09028
8vml,P,Q6ZN18
8vmn,I,Q71DI3
8vmn,J,P62805
8vmn,O,Q71DI3
8vmn,Q,P62805
8vnv,A,Q15022
8vnv,B,Q92833
8vnv,C,Q15910
8vnv,I,P68431
8vnv,L,O75530
8vnv,N,Q09028
8vnv,P,Q6ZN18
8vnx,A,P53779
8vnz,A,Q15022
8vnz,B,Q92833
8vnz,C,Q15910
8vnz,L,O75530
8vnz,N,Q09028
8vnz,P,Q6ZN18
8vo0,I,Q71DI3
8vo0,J,P62805
8vo0,O,Q71DI3
8vo0,Q,P62805
8vo4,A,P53779
8vo5,A,Q16658
8vo6,A,Q16658
8vo7,A,Q16658
8vo8,A,Q16658
8vo9,A,Q16658
8voa,A,Q16658
8vob,I,Q71DI3
8vob,J,P62805
8vob,K,P0C0S8
8vob,O,Q71DI3
8vob,Q,P62805
8vob,R,P0C0S8
8vof,A,Q9UBF8
8vof,B,P62491
8voh,A,P11215
8voh,B,P21246
8voi,A,P11215
8voi,B,P21246
8voj,A,Q9NVX7
8voj,B,Q9NVX7
8voj,C,Q13547
8voj,D,Q9UKL0
8vou,A,P09488
8vou,B,P09488
8vou,C,P09488
8vou,D,P09488
8vov,A,P55072
